Start Position,End Position,Annotation,Group
518,530,MEDICATION,1_ABA948
541,546,DURATION,1_ABA948
958,965,DURATION,1_CBB936
1407,1412,DOSE,1_ACB253
1413,1421,MEDICATION,1_ACB253
1448,1458,REASON,1_BCA151
1472,1484,MEDICATION,1_BCA151
1485,1494,FREQUENCY,1_BCA151
3486,3493,MEDICATION,1_BBA889
3733,3740,FREQUENCY,1_BAB793
3743,3756,MEDICATION,1_BAB793
5445,5467,REASON,1_CCC401
5491,5500,MEDICATION,1_CCC401
6166,6178,MEDICATION,1_CCB795
6180,6189,MEDICATION,2_BCC114
6219,6244,MEDICATION,1_BBC822
6245,6251,DOSE,1_BBC822
6252,6259,MODE,1_BBC822
6282,6304,FREQUENCY,1_BBC822
6549,6562,MEDICATION,1_CAA284
6563,6567,DOSE,1_CAA284
6592,6594,MODE,1_CAA284
6595,6615,FREQUENCY,1_CAA284
6616,6634,REASON,1_CAA284
6708,6731,MEDICATION,1_ACC870
6752,6754,MODE,1_ACC870
6755,6760,FREQUENCY,1_ACC870
6776,6797,MEDICATION,2_BCB543
6818,6820,MODE,2_BCB543
6821,6824,FREQUENCY,2_BCB543
6878,6891,MEDICATION,1_BCB956
6892,6896,DOSE,1_BCB956
6924,6926,MODE,1_BCB956
6927,6938,FREQUENCY,1_BCB956
6975,6983,MEDICATION,1_CAB626
6984,6989,DOSE,1_CAB626
7066,7068,MODE,1_CAB626
7069,7079,FREQUENCY,1_CAB626
7086,7108,REASON,1_CAB626
7822,7837,MEDICATION,1_ACB282
7860,7870,REASON,1_ACB282
7872,7900,MEDICATION,1_BCA274
7920,7928,REASON,1_BCA274
8234,8249,MEDICATION,1_BBA068
8537,8568,MEDICATION,1_AAB349
8573,8585,REASON,1_AAB349
8658,8666,MEDICATION,1_AAB373
8686,8691,FREQUENCY,1_AAB373
8668,8684,MEDICATION,2_ABC655
8686,8691,FREQUENCY,2_ABC655
8702,8719,MEDICATION,3_ABC119
8737,8746,REASON,3_ABC119
8724,8736,MEDICATION,4_ACB003
8737,8746,REASON,4_ACB003
8762,8777,MEDICATION,1_BCB064
8783,8793,MEDICATION,2_BCA339
8845,8865,MEDICATION,1_CBC052
8964,8972,DURATION,1_CBC052
9111,9128,REASON,1_ABB742
9147,9153,MEDICATION,1_ABB742
9111,9128,REASON,2_BBC740
9155,9162,MEDICATION,2_BBC740
9111,9128,REASON,3_CBA594
9164,9169,MEDICATION,3_CBA594
9111,9128,REASON,4_AAA288
9176,9185,MEDICATION,4_AAA288
9330,9353,REASON,1_ACB477
9355,9363,MEDICATION,1_ACB477
9330,9353,REASON,2_CCC592
9366,9374,MEDICATION,2_CCC592
9330,9353,REASON,3_AAC788
9379,9385,MEDICATION,3_AAC788
9464,9482,MEDICATION,1_CAA087
9483,9514,MODE,1_CAA087
10038,10062,REASON,1_AAA189
10217,10252,DURATION,1_AAA648
10291,10313,DURATION,2_CBB224
10539,10559,MEDICATION,1_ABB276
10560,10568,DOSE,1_ABB276
10569,10579,FREQUENCY,1_ABB276
10581,10600,DURATION,1_ABB276
11660,11671,FREQUENCY,1_ACB490
12054,12075,REASON,1_CBB713
