Start Position,End Position,Annotation,Group
496,513,MEDICATION,2_ABC995
496,513,MEDICATION,3_AAC438
604,652,MEDICATION,4_CCA284
738,741,MEDICATION,2_ABA519
756,759,MEDICATION,3_AAB662
886,903,MODE,1_CAA019
904,915,MEDICATION,1_CAA019
1092,1111,REASON,1_ABA775
1455,1466,MEDICATION,1_ACA006
1423,1444,REASON,1_ACA006
2700,2715,MEDICATION,1_BBA448
3087,3096,MEDICATION,1_BCB935
3081,3086,MODE,1_BCB935
3107,3148,MEDICATION,2_ABB429
3101,3106,MODE,2_ABB429
4002,4012,MEDICATION,1_CAB471
5994,6019,REASON,1_BBB928
7078,7102,MEDICATION,1_AAA878
7112,7137,REASON,1_AAA878
8884,8887,MEDICATION,1_CAB144
10257,10262,MODE,1_BAB848
10280,10285,MODE,1_ABC010
10286,10291,MEDICATION,1_ABC010
10292,10297,DOSE,1_ABC010
10310,10315,MODE,2_CAC028
10316,10322,MEDICATION,2_CAC028
10323,10326,DOSE,2_CAC028
10339,10344,MODE,3_CCC451
10345,10348,MEDICATION,3_CCC451
10349,10354,DOSE,3_CCC451
10367,10372,MODE,4_BCC522
10373,10378,MEDICATION,4_BCC522
10379,10382,DOSE,4_BCC522
10395,10400,MODE,5_AAA028
10401,10408,MEDICATION,5_AAA028
10409,10413,DOSE,5_AAA028
10429,10436,MEDICATION,6_ABA254
10437,10441,DOSE,6_ABA254
11131,11136,MODE,1_ABC895
11163,11170,FREQUENCY,1_ABC895
11177,11183,MEDICATION,1_ABC895
11131,11136,MODE,2_ACA178
11193,11200,FREQUENCY,2_ACA178
11207,11213,MEDICATION,2_ACA178
11131,11136,MODE,3_CAC072
11223,11230,FREQUENCY,3_CAC072
11237,11243,MEDICATION,3_CAC072
11131,11136,MODE,4_BCC305
11253,11260,FREQUENCY,4_BCC305
11267,11273,MEDICATION,4_BCC305
11131,11136,MODE,5_ABC471
11283,11290,FREQUENCY,5_ABC471
11297,11303,MEDICATION,5_ABC471
12500,12507,MEDICATION,1_BBC819
12508,12511,DOSE,1_BBC819
13651,13658,FREQUENCY,1_CAB779
13659,13664,MEDICATION,1_CAB779
13651,13658,FREQUENCY,2_BCC944
13669,13672,MEDICATION,2_BCC944
13673,13677,DOSE,2_BCC944
13686,13693,FREQUENCY,3_BAA212
13704,13707,MEDICATION,3_BAA212
13708,13712,DOSE,3_BAA212
13721,13728,FREQUENCY,4_BBB293
13739,13742,MEDICATION,4_BBB293
13743,13747,DOSE,4_BBB293
13756,13763,FREQUENCY,5_ACB873
13770,13773,MEDICATION,5_ACB873
13782,13789,FREQUENCY,6_CBA774
13694,13699,MEDICATION,6_CBA774
14937,14940,MEDICATION,1_BAC370
14941,14945,DOSE,1_BAC370
15621,15624,MEDICATION,1_CCB014
15625,15629,DOSE,1_CCB014
16404,16417,MEDICATION,1_CAB174
17405,17427,MEDICATION,1_CBA102
17469,17521,MEDICATION,2_BAC901
18495,18511,MEDICATION,1_AAC386
18655,18664,MEDICATION,1_ABA502
18732,18734,DOSE,1_ABA502
18735,18743,FREQUENCY,1_ABA502
18755,18778,MEDICATION,2_ACB336
19022,19095,REASON,1_BCA026
19141,19149,MEDICATION,1_BCA026
19183,19193,MEDICATION,1_BBB191
19225,19245,MEDICATION,2_ABB373
19267,19276,MEDICATION,3_BBC046
19309,19317,MEDICATION,4_BCA038
19519,19528,MEDICATION,1_CCC405
19541,19547,DOSE,1_CCC405
19561,19578,MEDICATION,2_AAA646
19603,19625,MEDICATION,3_BBA608
19561,19573,FREQUENCY,3_BBA608
19630,19631,DURATION,3_BBA608
19645,19667,MEDICATION,4_BBA931
19669,19673,FREQUENCY,4_BBA931
19519,19528,MODE,4_BBA931
19762,19775,MODE,1_CBB106
19789,19801,MEDICATION,1_CBB106
20558,20579,REASON,1_BBB260
20590,20601,MEDICATION,1_BBB260
20622,20638,DURATION,1_BBB260
20558,20579,REASON,2_ACA038
20606,20614,MEDICATION,2_ACA038
20622,20638,DURATION,2_ACA038
22117,22133,MEDICATION,1_ABA806
22474,22489,MODE,1_ACB292
22801,22808,MEDICATION,1_BAC964
22821,22853,MODE,1_BAC964
23255,23266,MEDICATION,1_CBA773
23429,23436,MEDICATION,1_BAB053
23686,23691,DOSE,1_CCB942
23787,23795,MEDICATION,1_ACC135
24654,24659,MODE,1_BCC272
24644,24650,DOSE,1_BCC272
24651,24653,MEDICATION,1_BCC272
24679,24695,REASON,1_BCC272
24930,24941,MEDICATION,1_BCB741
24942,24947,MODE,1_BCB741
24952,24978,REASON,1_BCB741
25016,25028,REASON,1_CAC932
25082,25085,FREQUENCY,1_CAC932
25087,25098,MEDICATION,1_CAC932
25016,25028,REASON,2_BAC981
25103,25112,FREQUENCY,2_BAC981
25113,25123,MEDICATION,2_BAC981
25967,25980,MEDICATION,1_CCC950
26158,26167,MODE,1_AAC184
26187,26211,MEDICATION,1_AAC184
26273,26299,MEDICATION,2_ACA667
26542,26544,MODE,1_ABC943
26545,26555,MEDICATION,1_ABC943
26542,26544,MODE,2_BBB563
26560,26566,MEDICATION,2_BBB563
26940,26952,MEDICATION,1_ABC489
27493,27496,MEDICATION,1_BBA094
27559,27567,MEDICATION,1_BCB205
27601,27606,MODE,1_BCB205
27745,27753,MEDICATION,2_ACA615
27756,27764,MEDICATION,1_CCC671
27785,27807,REASON,1_CCC671
27824,27834,MEDICATION,2_ACC970
27863,27884,REASON,2_ACC970
28076,28083,MEDICATION,1_BAC538
28063,28075,MODE,1_BAC538
28109,28130,DURATION,1_BAC538
28576,28586,MEDICATION,1_ACA816
28587,28597,MEDICATION,2_CAB676
28598,28601,DOSE,2_CAB676
28603,28611,MEDICATION,3_CCA271
28612,28614,DOSE,3_CCA271
28645,28658,MEDICATION,4_BCA771
28659,28669,DOSE,4_BCA771
28673,28680,FREQUENCY,4_BCA771
28670,28672,MODE,4_BCA771
28681,28692,REASON,4_BCA771
28699,28708,MEDICATION,5_AAA348
28709,28715,DOSE,5_AAA348
28716,28741,FREQUENCY,5_AAA348
28752,28767,MEDICATION,1_ACC727
28768,28773,DOSE,1_ACC727
28774,28776,MODE,1_ACC727
28777,28784,FREQUENCY,1_ACC727
28785,28793,REASON,1_ACC727
28800,28807,MEDICATION,2_CCB601
28808,28817,DOSE,2_CCB601
28818,28820,MODE,2_CCB601
28821,28824,FREQUENCY,2_CCB601
28831,28840,MEDICATION,3_CAC653
28841,28847,DOSE,3_CAC653
28848,28850,MODE,3_CAC653
28851,28858,FREQUENCY,3_CAC653
28859,28866,REASON,3_CAC653
28873,28882,MEDICATION,4_BCB346
28883,28889,DOSE,4_BCB346
28908,28928,FREQUENCY,4_BCB346
28914,28918,MODE,4_BCB346
28963,28992,MEDICATION,1_BBC852
29000,29002,MODE,1_BBC852
29003,29010,FREQUENCY,1_BBC852
29172,29181,MEDICATION,1_BAC260
29182,29186,DOSE,1_BAC260
29201,29209,MODE,1_BAC260
29210,29230,FREQUENCY,1_BAC260
29265,29280,MEDICATION,1_AAA231
29281,29286,DOSE,1_AAA231
29287,29289,MODE,1_AAA231
29290,29293,FREQUENCY,1_AAA231
29300,29328,MEDICATION,2_CAC239
29329,29335,DOSE,2_CAC239
29336,29338,MODE,2_CAC239
29339,29344,FREQUENCY,2_CAC239
29351,29361,MEDICATION,3_ACC839
29362,29366,DOSE,3_ACC839
29367,29369,MODE,3_ACC839
29370,29375,FREQUENCY,3_ACC839
29383,29391,MEDICATION,4_CAA089
29392,29397,DOSE,4_CAA089
29398,29400,MODE,4_CAA089
29401,29404,FREQUENCY,4_CAA089
30054,30064,MEDICATION,1_ACB313
30065,30114,MODE,1_ACB313
30115,30138,REASON,1_ACB313
30820,30867,REASON,1_BCB558
30868,30885,MEDICATION,1_BCB558
30932,30969,REASON,1_CCC913
31274,31322,DURATION,1_CAB136
31922,31960,DURATION,1_CCA824
32211,32243,DURATION,1_ABC370
