Start Position,End Position,Annotation,Group
185,195,MEDICATION,1_ABA124
233,246,REASON,1_CBC807
292,319,MODE,2_CBB622
2741,2752,MEDICATION,1_BAC914
2738,2740,MODE,1_BAC914
2724,2737,REASON,1_BAC914
2843,2870,REASON,1_CBB482
2988,2991,MEDICATION,1_CBB163
2980,2987,DOSE,1_CBB163
2982,2995,MODE,1_CBB163
3102,3127,REASON,1_CBB163
3004,3008,MEDICATION,2_BCA885
2996,3002,DOSE,2_BCA885
3102,3127,REASON,2_BCA885
3221,3226,DOSE,1_AAB911
3227,3229,MEDICATION,1_AAB911
3230,3232,FREQUENCY,1_AAB911
3349,3358,MEDICATION,1_AAC740
3414,3421,MEDICATION,2_BBB017
3408,3413,MODE,2_BBB017
3451,3462,REASON,1_CBB468
3488,3490,MEDICATION,1_CBB468
3484,3486,DOSE,1_CBB468
3569,3576,MODE,1_BCC680
3602,3604,MEDICATION,1_BCC680
3596,3598,DOSE,1_BCC680
3610,3621,REASON,1_BCC680
3730,3735,MODE,2_BCB403
3610,3621,REASON,2_BCB403
3768,3772,REASON,1_BAA666
3810,3840,MEDICATION,1_BAA666
3863,3870,MEDICATION,2_CBC628
3875,3891,REASON,2_CBC628
4494,4498,MODE,1_BAA731
4857,4868,MEDICATION,1_BBC793
4869,4875,DOSE,1_BBC793
4876,4878,MODE,1_BBC793
4879,4884,FREQUENCY,1_BBC793
4889,4900,MEDICATION,2_BAC448
4901,4907,DOSE,2_BAC448
4911,4914,FREQUENCY,2_BAC448
4908,4910,MODE,2_BAC448
4919,4942,MEDICATION,3_BCB336
4943,4949,DOSE,3_BCB336
4953,4956,FREQUENCY,3_BCB336
4950,4952,MODE,3_BCB336
4961,5000,MEDICATION,1_BBB118
5001,5009,FREQUENCY,1_BBB118
5014,5026,MEDICATION,2_CCB137
5027,5032,DOSE,2_CCB137
5033,5035,MODE,2_CCB137
5036,5041,FREQUENCY,2_CCB137
5046,5056,MEDICATION,3_AAC274
5057,5063,DOSE,3_AAC274
5064,5066,MODE,3_AAC274
5067,5082,FREQUENCY,3_AAC274
5087,5116,MEDICATION,4_BAC720
5117,5122,DOSE,4_BAC720
5123,5127,MODE,4_BAC720
5128,5133,FREQUENCY,4_BAC720
5138,5148,MEDICATION,1_CBB799
5149,5155,DOSE,1_CBB799
5156,5158,MODE,1_CBB799
5159,5162,FREQUENCY,1_CBB799
5167,5190,MEDICATION,2_CAB652
5191,5213,DOSE,2_CAB652
5214,5222,FREQUENCY,2_CAB652
5228,5241,MEDICATION,3_ABB292
5242,5257,DOSE,3_ABB292
5259,5261,MODE,3_ABB292
5262,5282,FREQUENCY,3_ABB292
5288,5300,MEDICATION,4_ACA679
5301,5308,DURATION,4_ACA679
5317,5321,MODE,4_ACA679
5335,5357,MEDICATION,1_BCC204
5358,5363,MODE,1_BCC204
5364,5370,DOSE,1_BCC204
5374,5379,FREQUENCY,1_BCC204
5385,5398,MEDICATION,2_ACA233
5399,5404,DOSE,2_ACA233
5405,5407,MODE,2_ACA233
5408,5413,FREQUENCY,2_ACA233
5419,5437,MEDICATION,3_BCA379
5438,5445,DOSE,3_BCA379
5446,5448,MODE,3_BCA379
5449,5454,FREQUENCY,3_BCA379
5460,5470,MEDICATION,4_CAA179
5471,5476,DOSE,4_CAA179
5477,5479,MODE,4_CAA179
5480,5485,FREQUENCY,4_CAA179
5491,5508,MEDICATION,5_BAB424
5509,5514,DOSE,5_BAB424
5515,5517,MODE,5_BAB424
5518,5523,FREQUENCY,5_BAB424
5529,5537,MEDICATION,1_CCB163
5538,5546,DOSE,1_CCB163
5547,5556,FREQUENCY,1_CCB163
5557,5565,MEDICATION,2_ABA928
5566,5574,DOSE,2_ABA928
5575,5582,FREQUENCY,2_ABA928
5612,5625,MEDICATION,3_BAA645
5626,5633,DOSE,3_BAA645
5634,5636,MODE,3_BAA645
5637,5640,FREQUENCY,3_BAA645
5645,5656,MEDICATION,4_BAB901
5657,5663,DOSE,4_BAB901
5664,5666,MODE,4_BAB901
5667,5672,FREQUENCY,4_BAB901
5677,5700,MEDICATION,5_BCA588
5701,5707,DOSE,5_BCA588
5708,5710,MODE,5_BCA588
5711,5714,FREQUENCY,5_BCA588
5894,5907,MEDICATION,1_BAA063
5908,5913,DOSE,1_BAA063
5917,5922,FREQUENCY,1_BAA063
5914,5916,MODE,1_BAA063
5927,5937,MEDICATION,2_CBB043
5938,5943,DOSE,2_CBB043
5947,5952,FREQUENCY,2_CBB043
5944,5946,MODE,2_CBB043
5958,5981,MEDICATION,3_AAA982
5982,5988,DOSE,3_AAA982
6005,6007,MODE,3_AAA982
6008,6013,FREQUENCY,3_AAA982
6019,6034,MEDICATION,4_BAC689
6035,6041,DOSE,4_BAC689
6045,6048,FREQUENCY,4_BAC689
6042,6044,MODE,4_BAC689
6054,6059,MEDICATION,5_BAC848
6060,6066,DOSE,5_BAC848
6070,6073,FREQUENCY,5_BAC848
6067,6069,MODE,5_BAC848
6079,6090,MEDICATION,1_CBC995
6098,6100,MODE,1_CBC995
6101,6104,FREQUENCY,1_CBC995
6110,6139,MEDICATION,2_BAC095
6140,6145,DOSE,2_BAC095
6146,6150,MODE,2_BAC095
6151,6156,FREQUENCY,2_BAC095
6162,6172,MEDICATION,3_ACC834
6173,6179,DOSE,3_ACC834
6180,6182,MODE,3_ACC834
6183,6186,FREQUENCY,3_ACC834
6192,6209,MEDICATION,4_ACC547
6210,6215,DOSE,4_ACC547
6216,6218,MODE,4_ACC547
6219,6224,FREQUENCY,4_ACC547
6230,6238,MEDICATION,1_AAC848
6239,6247,DOSE,1_AAC848
6248,6257,FREQUENCY,1_AAC848
6230,6238,MEDICATION,2_CCB490
6267,6275,DOSE,2_CCB490
6276,6283,FREQUENCY,2_CCB490
6288,6305,MEDICATION,3_ACB172
6306,6311,DOSE,3_ACB172
6312,6314,MODE,3_ACB172
6315,6320,FREQUENCY,3_ACB172
6331,6338,DURATION,3_ACB172
6835,6846,REASON,1_ACC542
6864,6874,MEDICATION,1_ACC542
7428,7450,DURATION,1_CCC036
7464,7471,MEDICATION,1_CCC036
7476,7507,FREQUENCY,1_CCC036
7944,7954,MEDICATION,1_AAC390
8153,8156,MODE,1_AAA453
8200,8210,REASON,1_AAA453
8177,8197,FREQUENCY,1_AAA453
8371,8379,MEDICATION,1_AAC013
8382,8391,MEDICATION,2_BCA628
8393,8398,MEDICATION,3_BAC185
8400,8405,MEDICATION,4_AAB402
8407,8413,MEDICATION,5_ABB394
8415,8423,MEDICATION,6_CAA317
8472,8479,MEDICATION,1_CCB111
8484,8499,DURATION,1_CCB111
8508,8550,REASON,1_CCB111
8573,8580,MEDICATION,1_CCB787
8634,8647,DOSE,1_CCB787
8930,8938,FREQUENCY,1_BBC368
8939,8959,DURATION,1_BBC368
8971,8991,MODE,1_BBC368
9006,9015,FREQUENCY,1_BAA665
9020,9038,REASON,1_BAA665
9191,9199,MEDICATION,1_CBA594
9201,9266,REASON,1_CBA594
9439,9466,DURATION,1_AAC130
9585,9607,DURATION,1_ABA767
9653,9658,FREQUENCY,1_BAA884
9690,9721,REASON,1_BAA884
