Start Position,End Position,Annotation,Group
892,901,DURATION,1_CBC149
1249,1261,MEDICATION,1_CAB609
1272,1277,DURATION,1_CAB609
3950,3954,MEDICATION,1_CAA015
4629,4636,MEDICATION,1_BBC704
4822,4831,DURATION,1_ABC490
4851,4855,DURATION,1_BAA542
4999,5011,MEDICATION,1_CBA966
5012,5016,DOSE,1_CBA966
5017,5019,MODE,1_CBA966
5034,5045,FREQUENCY,1_CBA966
5050,5060,MEDICATION,2_CAA630
5061,5069,DOSE,2_CAA630
5070,5072,MODE,2_CAA630
5094,5104,FREQUENCY,2_CAA630
5127,5152,MODE,1_BBC227
5156,5171,MEDICATION,1_BBC227
5173,5176,DOSE,1_BBC227
5559,5576,MEDICATION,1_CAB660
5621,5630,REASON,1_CAB660
5883,5892,MEDICATION,1_CBB876
5924,5929,FREQUENCY,1_CBB876
5893,5903,MEDICATION,2_CCC890
5924,5929,FREQUENCY,2_CCC890
5913,5923,MEDICATION,3_ACA449
5924,5929,FREQUENCY,3_ACA449
6459,6469,MEDICATION,1_BAC433
6470,6502,REASON,1_BAC433
6571,6583,MEDICATION,1_AAA932
6584,6588,DOSE,1_AAA932
6589,6591,MODE,1_AAA932
6619,6630,FREQUENCY,1_AAA932
6636,6643,REASON,2_BCA173
6705,6711,MEDICATION,2_BCA173
6712,6715,FREQUENCY,2_BCA173
6739,6756,MEDICATION,3_BCB167
6757,6762,DOSE,3_BCB167
6763,6765,MODE,3_BCB167
6766,6770,FREQUENCY,3_BCB167
6775,6808,REASON,1_CAA969
6863,6873,MEDICATION,1_CAA969
6875,6882,DOSE,1_CAA969
6883,6888,FREQUENCY,1_CAA969
6906,6916,MODE,2_ABB880
6936,6951,MEDICATION,2_ABB880
6952,6955,DOSE,2_ABB880
7066,7075,MEDICATION,1_AAA599
7076,7082,DOSE,1_AAA599
7083,7086,FREQUENCY,1_AAA599
7110,7123,DOSE,1_CCC689
7102,7109,MEDICATION,1_CCC689
7135,7176,REASON,1_CCC689
7429,7438,MEDICATION,1_ABC664
7439,7445,DOSE,1_ABC664
7446,7448,MODE,1_ABC664
7449,7453,FREQUENCY,1_ABC664
7650,7661,MEDICATION,1_BAC864
7662,7666,DOSE,1_BAC864
7670,7677,FREQUENCY,1_BAC864
7667,7669,MODE,1_BAC864
7678,7693,REASON,1_BAC864
7993,7998,MEDICATION,1_CBA360
7999,8005,DOSE,1_CBA360
8006,8008,MODE,1_CBA360
8009,8016,FREQUENCY,1_CBA360
8017,8029,DURATION,1_CBA360
8074,8084,MEDICATION,2_CCB614
8085,8093,DOSE,2_CCB614
8094,8096,MODE,2_CCB614
8097,8102,FREQUENCY,2_CCB614
8109,8121,MEDICATION,3_ABA829
8122,8127,DOSE,3_ABA829
8128,8130,MODE,3_ABA829
8009,8012,FREQUENCY,3_ABA829
8141,8150,MEDICATION,4_BBB452
8151,8157,DOSE,4_BBB452
8158,8160,MODE,4_BBB452
8161,8165,FREQUENCY,4_BBB452
8343,8357,MEDICATION,1_CAC188
8358,8364,DOSE,1_CAC188
8365,8367,MODE,1_CAC188
8368,8373,FREQUENCY,1_CAC188
8380,8391,MEDICATION,2_AAB500
8392,8396,DOSE,2_AAB500
8397,8399,MODE,2_AAB500
8400,8407,FREQUENCY,2_AAB500
8408,8436,REASON,2_AAB500
9329,9341,MEDICATION,1_BCB641
9360,9388,REASON,1_BCB641
9450,9465,DOSE,1_ACA800
9474,9494,MEDICATION,1_ACA800
9469,9473,MODE,2_ABC544
9514,9525,REASON,2_ABC544
9548,9556,MEDICATION,2_ABC544
9571,9582,FREQUENCY,2_ABC544
9633,9653,MEDICATION,1_BAB463
9654,9667,FREQUENCY,1_BAB463
