Start Position,End Position,Annotation,Group
176,187,MEDICATION,1_CAC597
1669,1673,MEDICATION,1_BCC188
2758,2760,MODE,1_AAA851
2769,2784,DURATION,1_AAA851
2762,2768,MEDICATION,1_AAA851
3188,3192,MODE,1_CCA554
3202,3211,FREQUENCY,1_CCA554
3383,3393,MEDICATION,1_CAB415
3394,3400,DOSE,1_CAB415
3401,3403,MODE,1_CAB415
3404,3407,FREQUENCY,1_CAB415
3412,3437,MEDICATION,2_CCC576
3438,3443,DOSE,2_CCC576
3444,3446,MODE,2_CCC576
3447,3450,FREQUENCY,2_CCC576
3455,3484,MEDICATION,1_ABB497
3485,3491,DOSE,1_ABB497
3492,3494,MODE,1_ABB497
3495,3498,FREQUENCY,1_ABB497
3529,3558,MEDICATION,2_BAA229
3560,3566,DOSE,2_BAA229
3567,3569,MODE,2_BAA229
3570,3577,FREQUENCY,2_BAA229
3578,3582,REASON,2_BAA229
3793,3808,MEDICATION,1_CCB595
3809,3815,DOSE,1_CCB595
3828,3836,MODE,1_CCB595
3837,3848,FREQUENCY,1_CCB595
3849,3853,DURATION,1_CCB595
3881,3910,MEDICATION,2_CAB417
3911,3917,DOSE,2_CAB417
3921,3924,FREQUENCY,2_CAB417
3918,3920,MODE,2_CAB417
3929,3939,MEDICATION,3_BAA070
3940,3946,DOSE,3_BAA070
3950,3953,FREQUENCY,3_BAA070
3947,3949,MODE,3_BAA070
3958,3983,MEDICATION,1_CBB137
3984,3989,DOSE,1_CBB137
3990,3992,MODE,1_CBB137
3993,3996,FREQUENCY,1_CBB137
4677,4682,REASON,1_ABA103
4713,4726,MEDICATION,1_ABA103
5371,5388,DURATION,1_BCA009
5787,5799,DURATION,1_CCB977
6729,6755,MEDICATION,1_CBB368
6808,6814,MEDICATION,1_CAC869
6816,6827,DOSE,1_CAC869
6883,6894,FREQUENCY,1_CAC869
6857,6874,MEDICATION,2_ACB259
6876,6881,DOSE,2_ACB259
6883,6894,FREQUENCY,2_ACB259
7365,7373,REASON,1_CCC992
7369,7382,MEDICATION,1_CCC992
7391,7400,MODE,1_CCC992
7440,7451,FREQUENCY,1_CCC992
7522,7530,MEDICATION,1_BCA609
7534,7542,FREQUENCY,1_BCA609
7713,7739,MEDICATION,1_CBB124
8001,8068,FREQUENCY,1_CBA658
